A136_cpo_85_30_CB_WNADist,A164_ced_LHA_4_WNADist,A268_entd_CA_5_SW_5,A317_ep_average_GN,A402_density_LHA_5_IFR_VD,A408_density_LHA_6_SW_3,A408_sponge_CA_6_IFR_SW_5,A411_side_chain_angle_3_SW_7,A415_density_CA_7_IFR_GN,A415_entd_CA_3_WNADist,A728_closeness_VD,A730_acc_ifr_surfv,A730_cpo_85_30_CB_SW_3,A732_density_CA_7_VD,A732_avg_weighted_contact_number_k_5_GN,A733_neighbors_side_chain_angle_3_VD,A733_weighted_contact_number_SW_9,A734_density_LHA_7_SW_7,A837_acc_isol_surfv,A837_ced_CA_4_VD,A837_entd_CA_5_VD,A838_entd_CA_6_WNADist,A839_ep_average_WNADist,A908_cpo_85_15_CB_WNADist,A919_density_CA_4_SW_3,A1010_solvation_4_VD,A1016_sponge_CA_7_SW_5,A1017_density_LHA_6_SW_3,A1025_avg_weighted_contact_number_k_3_SW_9,A1122_betweenness_SW_7
-0.1408528334505843,0.6785859730633512,-0.3042472795861202,-0.000834250496005993,0.20742199144120943,-0.467102747330076,-0.6070199236852161,0.010146816212958019,-0.7195362657828513,-1.2204444170607707,-1.332464309947656,-0.44875562654103934,0.5197885340021006,1.1689153676650494,0.4162351735218333,-0.2661464210150168,0.5499206483137151,1.5787342694879143,1.913912459026659,-0.5801766979037748,-1.0339745129380897,-0.7432281412190216,0.7428267649501961,0.21089447601508463,-1.245853483071082,-0.5774083615405374,-0.13862451086482305,0.7837082759371485,-0.05102251740677565,-0.6738350620655286
-0.27684540906633404,1.6900880525497224,-0.3042472795861202,-0.3517067072862793,0.16649710500146692,0.27297283676309947,-0.4367160386872103,-0.008499950520153574,-0.41600980130869014,-0.0004479030873045173,-0.1405248253604756,-1.3758390291120306,-0.4042799708905197,-0.40421968127046637,0.7503063342388453,0.01137649118349356,0.7221656395206009,0.8432833639072027,1.1415306293264704,-0.7595604120427235,-0.6244227349336713,-1.144067216135416,4.653608301857537,-0.9297921991525473,-1.432888481333856,-0.6123435091902463,1.0495664586066022,-0.6447785736818161,-0.27449403275060713,-1.3338809706020203
-1.1764123526345012,0.9584610111966524,-0.3042472795861202,-1.4268691260896775,0.8906816670484511,0.44710826831443246,-0.15594476882563416,-0.09212863302098045,-0.7730997595135835,0.2789196685206655,-2.5831413954113875,-0.7903808412502238,-0.4042799708905197,-0.18411893120321526,0.17731331030928335,-0.21377162505191064,0.3384954659739329,0.8244256483794935,0.8680010493216882,-0.36237530797973155,-0.20751007529071322,0.07484336411272038,1.8054472135802386,-1.2378122771789377,-1.95658647646962,-0.044881418381295814,-0.007436233478387977,-0.002206634406849191,-0.1467143967746299,-0.27964097780067704
-0.7534720281672143,0.03250278028938867,-0.3042472795861202,-0.1472367497922623,1.111712499364623,0.49064212620226716,-0.35846830774218047,-1.1298481261972102,-1.2417803296575074,-0.12098629677641855,1.1008090664256938,-1.5222845299198304,0.5197885340021006,1.4295530138098889,1.3922467029861705,0.6101065182083598,1.553081391093733,1.9144016058811635,1.0186922800815033,-0.9983125959634095,-0.43401649884303917,-0.9374723836209159,0.20938027148277827,-0.5164401707586868,-1.632392479480814,-1.4415349278324472,-0.31479162621232076,0.4426508620142816,-0.2152959115913771,-1.3124905939364857
-0.7413597696756863,0.7123479033171343,-0.3042472795861202,-0.32421681464507396,1.1608456741154027,0.3687473241163317,0.21688265508891794,-0.9801229797491924,-0.06784709205892218,-1.0469973460847901,-0.1933190596367088,-0.45296522634314274,-0.4042799708905197,-0.3041005825695658,0.14970387206212452,-0.03202218025805567,-0.3896646899865082,1.243066933094665,1.0752461276445022,-0.11675830210358894,-0.1521373824802367,-0.961460275951655,-0.36134404738451625,-0.5011430560540795,-1.5575784801757042,-0.85615500932999,0.037542604482675684,0.23505069701775388,-0.5245093559224497,-1.3277694344118673
0.22818452051498866,-1.1915017064844393,-0.3042472795861202,-0.3288502853987763,-1.4034232173515493,-0.41486211786467553,0.7462055408935271,-1.849808681102111,0.7891688076328216,-0.48509569159981447,0.846399312688031,-1.4002870895011714,0.5197885340021006,0.6559101190475437,0.6610439721117196,0.060183679722669886,0.5720981149927123,1.197808415828164,0.4076250558214722,-0.01922948034039638,-0.3995906162620766,0.36497946921837165,-1.1042489850811577,-0.4819850483963855,-1.4578264811022232,0.2807464453716598,0.3448979972166095,0.7589939705804185,-0.1243308822309524,-0.8449580753898046
-2.0733638240918357,0.5405394600966462,-0.3042472795861202,-0.3242168146450741,-0.5750053516341007,-0.4322756610198071,0.8796869642703453,-1.7232761551978961,-0.5677730335457728,-0.2566463912423692,-0.6913971782125968,-1.2782896490825122,0.5197885340021006,0.2291546945811178,0.13312699968042066,0.1872554691513112,0.21060540812504155,0.892313424279251,0.45163617949717594,-0.05092243193650001,-0.43143785516498584,0.14543377048266765,-0.1711521387571595,0.35987267693502106,-1.4079504815654849,-1.3267061252011696,0.663498099440808,0.6749653323675376,-1.5345195166781236,2.006073557316436
-0.9323139479693626,-0.21935298094828537,-0.3042472795861202,-0.7215210097783534,-1.2619736618849577,-0.5454636915281768,-0.3124402307156925,-0.8912722007220347,-1.0498444771223767,1.1733052315346346,-1.237636374818524,2.390700393820255,-1.3283484757831405,-1.6835990697438474,-2.4602080891543983,-1.0318382831338875,-1.407610410552526,-0.7256785679983124,0.7544469939150031,0.3031052116421693,-0.7101446623013226,-1.1331936559287885,-0.391037775823809,-0.7247792533886546,-1.5077024806389616,-2.7761175667444706,0.08626967894049421,0.6897939155815753,-0.6437894308764506,-1.3247136663167918
-0.6994386778388386,-1.8021822009775834,-0.3042472795861202,-2.2090393420162404,-1.0091538539903966,-0.3277944020890061,0.0972096548200497,-1.4575503369910983,-0.1348014592223382,0.1851086267347423,-0.6055716425303833,-1.131844148274712,-1.3283484757831405,-0.35635506924247434,0.08407508707539345,-0.42629730859734605,-0.24107566323722038,0.1606340618040836,1.244639854165088,0.12792577312814946,-0.3112736712291484,-1.184667253256754,-0.4728493279060732,-0.17143148415065454,-0.5226514897883562,-2.3787544870748065,-0.34852575468311875,1.21373718914424,-0.022505300665071146,-0.7899542496784294
-0.9127822317501116,0.3717662719849769,-0.3042472795861202,-1.2081401531802038,-1.9574216557130046,-0.4322756610198071,0.17085457806242996,-1.4431613947638668,-0.2865646914594168,-0.10379917684643825,-1.2199811863286123,-1.3759199829543791,-2.2524169806757617,-1.0684944777224714,-0.8947611708219955,0.07626445848539762,-0.8014263213265748,-0.12977475732265856,0.6541944748727799,0.11083284742278701,-0.25692270225157565,-1.1466370124099572,-1.4180917084580253,0.11657783972039162,-2.1062144750798435,-1.3471347733844885,0.5060721665770845,0.7491082484377262,-0.3273962204505805,-0.05962567495518151
